CGPA,Department,Python,Java,WebDev,DataAnalysis,MachineLearning,CyberSecurity,Networking,DatabaseManagement,UIUX,LabSkills,Research,Teaching,ProjectManagement,Communication,Marketing,FinancialAnalysis,GIS,CriticalThinking,Internship,Career,EmployabilityScore
3.38,Fisheries,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,Environmental Officer,75
4.15,Physics,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,Data Analyst,89
3.48,Law,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,Policy Analyst,83
2.64,Statistics,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,Data Analyst,71
3.0,Fisheries,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Research Scientist,70
3.88,Microbiology,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,Lab Scientist,77
4.0,Political Science,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Policy Analyst,84
3.77,Information Systems,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,Software Developer,75
3.66,Computer Science,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,Data Scientist,88
3.35,Education & Biology,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Lab Scientist,70
4.4,Economics,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,Economist,85
4.17,Sociology,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,Policy Analyst,94
4.23,Education & Mathematics,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,Curriculum Developer,85
3.56,Estate Management,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,GIS Specialist,79
3.49,Software Engineering,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,System Analyst,80
2.89,Physics,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Lab Scientist,59
3.56,English Studies,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Content Strategist,67
3.34,Physics,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,Lab Scientist,70
2.88,Psychology,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,Research Scientist,68
4.56,Accounting,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Accountant,75
4.01,Microbiology,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,Lab Scientist,72
3.01,Guidance & Counselling,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Social Analyst,55
4.18,Business Administration,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,Project Manager,79
3.77,Sociology,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Social Analyst,70
4.36,Psychology,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,Research Scientist,83
3.46,Economics,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,Policy Analyst,77
3.75,Education & Mathematics,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,Data Analyst,79
4.1,Forestry,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Agricultural Officer,63
3.05,Guidance & Counselling,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,Teacher,64
3.7,Accounting,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Auditor,71
3.35,Marketing,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,Content Strategist,52
3.13,Education & English,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,Teacher,71
2.69,Fisheries,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,Environmental Officer,55
3.21,Microbiology,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Research Scientist,64
3.56,Accounting,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,Auditor,79
3.77,Marketing,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,Content Strategist,74
2.86,Criminology,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Policy Analyst,66
3.95,Business Administration,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,Marketing Specialist,81
3.12,Biology,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,Lab Scientist,58
3.33,Microbiology,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Lab Scientist,70
2.93,Biology,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,Research Scientist,69
3.9,Software Engineering,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,Software Developer,86
3.6,English Studies,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,Content Strategist,79
4.34,Guidance & Counselling,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,Teacher,81
4.21,Agriculture,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,Research Scientist,85
2.38,Sociology,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Social Analyst,46
3.4,Estate Management,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,Property Manager,59
2.56,Cyber Security,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,System Analyst,57
4.77,Biology,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Lab Scientist,93
4.18,Estate Management,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,Property Manager,77
3.19,Estate Management,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,Financial Analyst,71
3.58,Psychology,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,Research Scientist,83
3.57,Data Science,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,Data Analyst,96
2.71,Sociology,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,Research Scientist,68
3.28,Mass Communication,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,Marketing Specialist,67
4.02,Marketing,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,Business Analyst,76
2.38,Agriculture,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,Research Scientist,66
3.68,Guidance & Counselling,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Social Analyst,80
3.41,Mass Communication,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,Content Strategist,78
3.23,Guidance & Counselling,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Counsellor,64
4.53,Computer Science,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,Data Scientist,95
2.95,Microbiology,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,Research Scientist,77
3.36,Law,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Legal Researcher,69
3.63,Geography & Planning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,GIS Specialist,71
3.34,Software Engineering,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,Software Developer,74
3.65,Information Systems,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,Data Analyst,92
4.02,Biology,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,Environmental Officer,73
2.89,Geography & Planning,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,GIS Specialist,62
3.65,Physics,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,Data Analyst,93
2.4,Sociology,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,Policy Analyst,55
4.87,Biology,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Environmental Officer,82
4.06,Accounting,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,Auditor,75
3.14,Forestry,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,GIS Specialist,58
3.91,English Studies,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Legal Researcher,74
3.82,Accounting,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,Accountant,68
3.57,Accounting,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,Auditor,66
3.09,Education & Biology,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Lab Scientist,67
3.92,Criminology,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Cybersecurity Analyst,85
4.19,Information Systems,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,Software Developer,85
4.01,Guidance & Counselling,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Teacher,82
3.56,Physics,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,Data Analyst,89
3.78,Education & Biology,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,Research Scientist,81
2.42,Biochemistry,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Lab Scientist,52
2.93,History & International Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Legal Researcher,68
3.88,Computer Science,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,Software Developer,88
3.8,Education & English,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,Teacher,74
3.83,Chemistry,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Lab Scientist,70
3.35,Marketing,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,Business Analyst,71
3.86,Estate Management,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,Property Manager,78
2.69,Education & Biology,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Teacher,61
2.57,Political Science,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,Lawyer,63
2.93,Psychology,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,Research Scientist,74
3.27,Statistics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Actuary,60
2.62,Information Systems,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Analyst,60
3.26,Political Science,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Social Analyst,63
3.02,Data Science,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Data Scientist,77
3.27,Marketing,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,Content Strategist,67
3.81,Forestry,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Agricultural Officer,66
4.18,Marketing,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,Content Strategist,83
3.02,Computer Science,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Software Developer,64
2.89,Biochemistry,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Research Scientist,61
4.15,Business Administration,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,Marketing Specialist,77
2.76,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,Legal Researcher,65
3.16,English Studies,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,Content Writer,71
2.38,Estate Management,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,Property Manager,54
3.42,Education & Mathematics,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Curriculum Developer,70
4.08,Biochemistry,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,Research Scientist,84
4.15,Biology,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,Lab Scientist,89
3.85,Political Science,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Social Analyst,67
3.22,Mathematics,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Data Analyst,71
3.72,Mathematics,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Data Analyst,81
3.91,History & International Studies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Historian,68
3.21,Education & English,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,Teacher,71
3.35,Data Science,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,AI Engineer,101
3.04,Sociology,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,Policy Analyst,79
3.05,Software Engineering,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,Software Developer,66
4.15,Education & English,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Content Writer,74
3.05,Physics,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Research Scientist,60
3.9,Accounting,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,Accountant,71
3.38,Data Science,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,Data Analyst,84
2.52,Biology,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,Research Scientist,59
3.15,Political Science,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Social Analyst,70
4.4,Information Systems,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,System Analyst,102
3.06,Software Engineering,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,Software Developer,89
3.74,Education & Biology,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,Research Scientist,84
3.93,Economics,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,Financial Analyst,87
3.5,Geography & Planning,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,GIS Specialist,82
3.28,Fisheries,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,Research Scientist,80
3.38,Business Administration,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,Marketing Specialist,69
2.81,Mathematics,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,Data Analyst,56
3.59,Physics,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,Lab Scientist,74
4.17,Statistics,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Research Scientist,79
4.02,Agriculture,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,Agricultural Officer,73
3.57,Mass Communication,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,Content Writer,72
3.46,Geography & Planning,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,GIS Specialist,77
3.79,Cyber Security,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,Cybersecurity Analyst,74
2.79,Banking & Finance,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,Financial Analyst,63
2.92,History & International Studies,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Legal Researcher,52
2.7,Economics,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,Financial Analyst,73
2.93,Marketing,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,Business Analyst,55
2.78,Agriculture,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,Environmental Officer,61
3.51,Banking & Finance,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Financial Analyst,79
3.4,Education & English,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,Teacher,59
4.44,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Teacher,84
3.35,Psychology,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Social Analyst,59
3.85,Cyber Security,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,Cybersecurity Analyst,83
3.46,Economics,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,Financial Analyst,82
4.42,Law,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,Lawyer,88
2.79,Cyber Security,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,Cybersecurity Analyst,68
4.43,Fisheries,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,Fishery Officer,76
2.91,Marketing,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,Marketing Specialist,70
3.1,Education & Mathematics,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,Data Analyst,76
2.95,Software Engineering,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,System Analyst,79
3.14,Estate Management,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,Financial Analyst,60
4.71,Economics,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,Economist,103
3.44,Law,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Policy Analyst,66
2.55,Cyber Security,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,Cybersecurity Analyst,59
3.02,Banking & Finance,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,Investment Analyst,63
2.94,Education & Mathematics,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Data Analyst,61
2.75,Accounting,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Financial Analyst,54
4.0,Data Science,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,Data Scientist,102
2.94,Banking & Finance,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,Accountant,70
3.3,Microbiology,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Lab Scientist,65
3.49,Physics,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,Data Analyst,77
3.23,Banking & Finance,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Financial Analyst,63
3.18,Law,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,Legal Researcher,79
3.09,Law,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,Legal Researcher,57
4.17,Psychology,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,Research Scientist,88
4.26,Software Engineering,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,AI Engineer,92
4.16,Biochemistry,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,Lab Scientist,90
3.91,Education & Biology,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,Research Scientist,79
3.66,Political Science,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Social Analyst,67
4.61,Marketing,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,Content Strategist,91
3.77,Mathematics,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,Actuary,80
3.34,Data Science,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,AI Engineer,86
4.35,Computer Science,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,AI Engineer,106
3.53,Estate Management,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,GIS Specialist,57
3.59,Geography & Planning,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,Policy Analyst,64
3.19,Software Engineering,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,AI Engineer,83
4.53,Physics,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Research Scientist,94
2.88,History & International Studies,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Policy Analyst,73
3.73,Fisheries,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Fishery Officer,66
3.9,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Curriculum Developer,72
2.99,Economics,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Policy Analyst,65
3.6,Law,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Policy Analyst,67
4.04,Psychology,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,Counsellor,72
3.76,Accounting,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,Auditor,78
2.89,Chemistry,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,Research Scientist,46
3.94,Biochemistry,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Chemist,84
3.77,Guidance & Counselling,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Counsellor,76
3.2,Chemistry,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Research Scientist,71
4.36,Information Systems,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,System Analyst,88
3.14,Cyber Security,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,Security Analyst,72
3.19,History & International Studies,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,Policy Analyst,69
3.48,Geography & Planning,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,GIS Specialist,73
3.34,Accounting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Accountant,64
3.27,Banking & Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Accountant,66
3.62,Software Engineering,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,System Analyst,85
3.42,Guidance & Counselling,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,Teacher,73
2.34,Business Administration,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,Business Analyst,55
3.46,Economics,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Policy Analyst,69
2.57,Law,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,Policy Analyst,62
3.71,Biochemistry,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Lab Scientist,71
2.43,Mass Communication,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,Content Strategist,71
3.5,Cyber Security,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,Security Analyst,81
4.04,Fisheries,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,Environmental Officer,82
3.56,Political Science,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,Social Analyst,73
3.52,Banking & Finance,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,Accountant,71
3.32,Microbiology,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,Lab Scientist,62
3.76,Education & English,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,Teacher,79
3.85,Criminology,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,Security Analyst,74
3.68,Chemistry,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,Chemist,80
3.7,Computer Science,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,Data Scientist,84
3.95,Accounting,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,Accountant,88
2.71,Computer Science,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,Cybersecurity Analyst,67
3.37,Law,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Legal Researcher,67
3.51,Sociology,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Policy Analyst,62
2.91,Agriculture,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,Environmental Officer,71
3.23,Law,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Policy Analyst,67
2.51,History & International Studies,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Legal Researcher,56
4.05,Biology,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,Environmental Officer,76
2.99,Sociology,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,Social Analyst,53
2.6,Law,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Legal Researcher,50
3.76,Political Science,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,Policy Analyst,81
3.34,Forestry,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,Agricultural Officer,73
3.45,Marketing,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Content Strategist,68
3.05,Criminology,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,Policy Analyst,69
3.58,Guidance & Counselling,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Counsellor,76
3.62,Computer Science,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,AI Engineer,90
3.35,Information Systems,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,Software Developer,94
4.08,Statistics,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,Data Analyst,87
4.29,Economics,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,Policy Analyst,84
3.29,History & International Studies,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Policy Analyst,76
3.21,Education & Mathematics,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Data Analyst,63
3.05,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Teacher,61
4.17,Economics,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,Economist,80
4.13,Criminology,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,Security Analyst,81
4.3,Agriculture,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Agricultural Officer,79
2.75,Information Systems,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,Data Analyst,66
3.58,Banking & Finance,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,Accountant,68
2.64,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Counsellor,47
3.95,Banking & Finance,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Investment Analyst,75
3.65,Law,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Legal Researcher,74
